Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,,,Sum of Time(min),Column Labels,,,
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBR,,,0.6,0.6
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBRLED,,,0.32,0.32
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBS,,,0.6,0.6
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBSLED,,,0.32,0.32
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBW,,,0.6,0.6
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,WBWLED,,,0.32,0.32
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,zeled,,0.5,,0.5
STC32,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,Grand Total,76.56,224.71,61.12,362.39
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Single Saw,1,saw cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC30,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC31,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STC32,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
