Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,,,Sum of Time(min),Column Labels,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STCO,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFC,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFD,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STFI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STI,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STIA,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STM,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST020,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST021,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST022,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST023,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
ST024,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC52,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPC53,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO40,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO41,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO42,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO43,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO44,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO50,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
STPO51,led,pendant,ITSLBL,Drill,1,drill ITS hole(1) in cover blank,0.29,,,,,,,,
SCAC,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCDLAC,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCI ,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCILAC,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCSAC,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCSLAC,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCWI,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
SCRAC,led,recessed,ITSLBL,Drill,1,saw cover blank,0.29,,,,,,,,
SCRAC,led,recessed,ITSLBL,Drill,2,drill ITS hole(1) in cover blank,0.35,,,,,,,,
SCRLAC,led,recessed,ITSLBL,Drill,1,saw cover blank,0.29,,,,,,,,
SCRLAC,led,recessed,ITSLBL,Drill,2,drill ITS hole(1) in cover blank,0.35,,,,,,,,
zeled,led,pendant,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
202LED,led,pendant,ITSFREF,Preparation,1,drill ITS holes(2) on reflector,0.6,,,,,,,,
202WLED,led,wall,ITSFREF,Preparation,1,drill ITS holes(2) on reflector,0.6,,,,,,,,
ARCLED,led,pendant,ITSFREF,Preparation,1,drill ITS holes(2) on reflector,0.6,,,,,,,,
ARCWLED,led,wall,ITSFREF,Preparation,1,drill ITS holes(2) on reflector,0.6,,,,,,,,
B6WILED,led,wall,ITSLEC,Drill,1,drill ITS hole(1) on end cap,0.5,,,,,,,,
LTLED,led,pendant,ITSLREF,Preparation,1,drill ITS hole(1) on reflector,0.32,,,,,,,,
LTWLED,led,wall,ITSLREF,Preparation,1,drill ITS hole(1) on reflector,0.32,,,,,,,,
